Unnamed: 0,index,smiles,length,inchikey,name,groups,withdrawn_class,source
2140,2140,Cc1cc(ccc1C(C)(C)CC(C)(C)C)OCCOCC[N+](C)(C)Cc2ccccc2.[Cl-],70,ULBZAXDVMDGCJQ-UHFFFAOYSA-N,"benzyldimethyl(2-(2-((4-(1,1,3,3-tetramethylbutyl)-m-tolyl)oxy)ethoxy)ethyl)ammonium chloride",Possibly Marketed Outside US,0,['NCATS']
4169,4169,c1ccc(cc1)C(CCN2CCCCC2)(C3CC4C=CC3C4)O.Cl,45,RDNLAULGBSQZMP-UHFFFAOYSA-N,biperiden hydrochloride,US Previously Marketed,1,['NCATS']
5781,5781,CCCCCCCCCCCCCCCC(=O)OC(C)C,26,XUGNVMKQXJXZCD-UHFFFAOYSA-N,isopropyl palmitate,US Previously Marketed,1,['NCATS']
4937,4937,CCN(CC)CCC1=NC(=NO1)C2=CC=CC=C2,37,IDCHQQSVJAAUQQ-UHFFFAOYSA-N,oxolamine citrate,withdrawn,1,['WITHDRAWN']
2412,2412,CN1C[C@]2([H])C[C@@]1([H])CN2c3cc4c(cc3F)c(=O)c(cn4C5CC5)C(=O)O,66,QMLVECGLEOSESV-RYUDHWBXSA-N,danofloxacin,Possibly Marketed Outside US,0,['NCATS']
3580,3580,C(Cn1cncc1N(=O)=O)N2CCOCC2.C(\[H])(=C(\[H])/C(=O)O)/C(=O)O,52,HIMDIGOBZNJDDV-UHFFFAOYSA-N,nimorazole maleate,Possibly Marketed Outside US,0,['NCATS']
54,54,[H][C@](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)N1)([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,242,YRALAIOMGQZKOW-HYAOXDFASA-N,ceruletide,approved,0,['DrugBank']
652,652,CC(C)(C)NCC(=Nc1cc(c2C[C@@]3([H])C[C@@]4([H])[C@@]([H])(C(=C(C(=O)[C@]4(C(=C3C(=O)c2c1O)O)O)C(=N)O)O)N(C)C)N(C)C)O.Cl,109,ATIINCUPZOADER-KXLOKULZSA-N,tigecycline hydrochloride,US Approved Rx,0,['NCATS']
2711,2711,CCCCCCCCCCCCOS(=O)(=O)[O-].CCCCCCCCCCCCOS(=O)(=O)[O-].[ZnH2+2],62,FHILSTRJJXARIU-UHFFFAOYSA-L,zinc dodecyl hydrogen disulphate,Possibly Marketed Outside US,0,['NCATS']
2436,2436,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,65,RZEKVGVHFLEQIL-UHFFFAOYSA-N,celecoxib,withdrawn,1,['WITHDRAWN']
592,592,Cc1cc(c2c3c1c4c(C)cc(c5c4c6c7c(c(cc(c7c5=O)O)O)c8c(cc(c(c8c36)c2=O)O)O)O)O,113,BTXNYTINYBABQR-UHFFFAOYSA-N,hypericin,Possibly Marketed Outside US,0,['NCATS']
5627,5627,CCN(CC)C(=O)C1=CC(C)=CC=C1,29,MMOXZBCLCQITDF-UHFFFAOYSA-N,diethyltoluamide,approved,0,"['DrugBank', 'NCATS']"
2162,2162,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,69,LKJPYSCBVHEWIU-UHFFFAOYSA-N,bicalutamide,withdrawn,1,['WITHDRAWN']
2579,2579,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC=C(C3=NC=C2)C(F)(F)F,63,APQPGQGAWABJLN-UHFFFAOYSA-N,floctafenine,withdrawn,1,"['WITHDRAWN', 'DrugBank']"
2995,2995,C[C@]([H])([C@](Cn1cncn1)(c2ccc(cc2F)F)O)S(=O)(=O)C,58,HFGZFHCWKKQGIS-NOZJJQNGSA-N,"genaconazole, (r,r)-",Withdrawn,1,['NCATS']
5850,5850,c1ccc(cc1)CC(C(=O)O)N,25,COLNVLDHVKWLRT-UHFFFAOYSA-N,phenylalanine,US Previously Marketed,1,['NCATS']
2344,2344,Cc1ccc(cc1)C(=O)c2ccc(CC(=NCC(=O)Oc3ccccc3OC)O)n2C,67,CWJNMKKMGIAGDK-UHFFFAOYSA-N,amtolmetin guacil,US Approved Rx,0,['NCATS']
4537,4537,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,42,PRAKJMSDJKAYCZ-UHFFFAOYSA-N,squalane,Possibly Marketed Outside US,0,['NCATS']
1239,1239,C[C@@]12CCC(=O)C[C@]2([H])CC[C@@]3([H])[C@]4([H])CC[C@@]([H])([C@@]4(C)CC[C@@]31[H])OC(=O)c5ccccc5,86,ZGDZDAPCWHIIKB-LVYWIKMTSA-N,stanolone benzoate,US Previously Marketed,1,['NCATS']
1140,1140,CCN(CC)C1=CC=C(C=C1)C(=C1C=CC(C=C1)=[N+](CC)CC)C1=C(C=C(C(O)=C1)S(O)(=O)=O)S(O)(=O)=O,89,DHAHKSQXIXFZJB-UHFFFAOYSA-O,patent blue,approved,0,['DrugBank']
5829,5829,C=CCCCCCCCCC(=O)[O-].[Na+],26,DKYPZNSPQXLRRQ-UHFFFAOYSA-M,sodium undecylenate,US Approved OTC,0,['NCATS']
618,618,C[C@]1([H])C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@@]1([H])C(=O)CN5CCN(CC5)c6cc(nc(n6)N7CCCC7)N8CCCC8,111,RBKASMJPSJDQKY-RBFSKHHSSA-N,tirilazad,Possibly Marketed Outside US,0,['NCATS']
6244,6244,CCCCCCCCCCCCCCCCCC,18,RZJRJXONCZWCBN-UHFFFAOYSA-N,octadecane,Possibly Marketed Outside US,0,['NCATS']
1425,1425,[H][C@@]12CC3=CN(C)C4=CC=CC(=C34)[C@]1(C[C@@H](COC(=O)C1=CN=CC(Br)=C1)CN2C)OC,82,YSEXMKHXIOCEJA-FVFQAYNVSA-N,nicergoline,approved; investigational,0,['DrugBank']
2899,2899,C[C@@]12CCC(=O)C(=C2CC[C@@]3([H])[C@]4([H])CCC(=O)[C@@]4(C)CC[C@@]31[H])O,60,OSVMTWJCGUFAOD-KZQROQTASA-N,formestane,Possibly Marketed Outside US,0,['NCATS']
4441,4441,C/C(=C(/[H])\C(\[H])=C(/[H])\C(=C(/[H])\CO)\C)/C(/[H])=C(\[H])/C1=C(C)CCCC1(C)C,43,FPIPGXGPPPQFEQ-UHFFFAOYSA-N,retinol,US Approved Rx,0,['NCATS']
1791,1791,[H][C@@]12CC[C@](O)(C(=O)CS)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,75,YWDBSCORAARPPF-VWUMJDOOSA-N,tixocortol,approved; withdrawn,1,['DrugBank']
217,217,CCCCCCCCCCCCCCCC(=O)OC[C@]([H])(COP(=O)(O)OCCN=C([C@]([H])(C)N=C(CC[C@]([H])(C(=N)O)N=C([C@]([H])(C)N=C([C@@]([H])(C)O[C@]([H])([C@]([H])(C=O)N=C(C)O)[C@@]([H])([C@@]([H])(CO)O)O)O)O)O)O)OC(=O)CCCCCCCCCCCCCCC,171,ZVLWUMPAHCEZAW-KRNLDFAISA-N,mifamurtide acid,Possibly Marketed Outside US,0,['NCATS']
1563,1563,[H][C@@]12CC[C@H](O)[C@H](C(=O)OC)[C@@]1([H])C[C@]1([H])N(CCC3=C1NC1=CC=CC=C31)C2,79,BLGXFZZNTVWLAY-SCYLSFHTSA-N,yohimbine,approved; investigational; vet_approved,0,['DrugBank']
5609,5609,CCC(CC)(C(=NC(=O)N=C(C)O)O)Br,29,SAZUGELZHZOXHB-UHFFFAOYSA-N,acecarbromal,US Previously Marketed,1,['NCATS']
5247,5247,CCCOC(=O)CN1C=C(I)C(=O)C(I)=C1,34,ROSXARVHJNYYDO-UHFFFAOYSA-N,propyliodone,approved,0,['DrugBank']
3070,3070,C1CN(CCC1C2(CCC(=O)NC2=O)C3=CC=CC=C3)CC4=CC=CC=C4,57,LQQIVYSCPWCSSD-HSZRJFAPSA-N,dexetimide,withdrawn,1,"['WITHDRAWN', 'DrugBank']"
4518,4518,[Fe++].NCC([O-])=O.NCC([O-])=O.OS(O)(=O)=O,42,YJYOLOWXCPIBSY-UHFFFAOYSA-L,ferrous glycine sulfate,approved,0,['DrugBank']
6433,6433,[Li+].[NH2-],12,AFRJJFRNGGLMDW-UHFFFAOYSA-N,lithium amide,US Approved Rx,0,['NCATS']
1882,1882,OC[C@H]1O[C@@H](OC2=C(O)C=C3OC(=O)C=CC3=C2)[C@H](O)[C@@H](O)[C@@H]1O,74,XHCADAYNFIFUHF-TVKJYDDYSA-N,esculin,approved,0,"['DrugBank', 'NCATS']"
1371,1371,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1F)C(O)=O,83,UIOFUWFRIANQPC-JKIFEVAISA-N,flucloxacillin,approved; investigational,0,"['DrugBank', 'NCATS']"
1346,1346,CC1=C/C/2=N\CCCCCCCCCC/N=C/3\C=C(C)N(CCCCCCCCCCN1c4ccccc24)c5ccccc35.Cl.Cl,84,VEXZGXHMUGYJMC-UHFFFAOYSA-N,bisdequalinium chloride,Possibly Marketed Outside US,0,['NCATS']
5051,5051,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O,36,DURULFYMVIFBIR-UHFFFAOYSA-N,practolol,withdrawn,1,['WITHDRAWN']
6123,6123,OC(=O)C1=CC=CC=C1,20,WPYMKLBDIGXBTP-UHFFFAOYSA-N,benzoic acid,approved; investigational,0,"['DrugBank', 'NCATS']"
2967,2967,CC/1=C(CC(=O)O)c2cc(ccc2\C1=C(/[H])\c3ccc(cc3)S(=O)C)F,59,MLKXDPUZXIRXEP-UHFFFAOYSA-N,"sulindac, trans-",US Approved Rx,0,['NCATS']
5881,5881,c1ccc2ccccc2c1,25,UFWIBTONFRDIAS-UHFFFAOYSA-N,naphthalene,Possibly Marketed Outside US,0,['NCATS']
4656,4656,C[C@]([H])(Cc1ccccc1)N.C(CC(=O)O)C(=O)O,40,HVANWDSTOFDWRV-DDWIOCJRSA-N,levamfetamine succinate,US Previously Marketed,1,['NCATS']
1551,1551,CC1=C(C(CCC1=O)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2=C(C(=O)CCC2(C)C)C)C)C,79,FDSDTBUPSURDBL-DKLMTRRASA-N,canthaxanthin,withdrawn,1,['WITHDRAWN']
6379,6379,N.N.OP(=O)(O)O,14,MNNHAPBLZZVQHP-UHFFFAOYSA-N,"ammonium phosphate, dibasic",US Approved Rx,0,['NCATS']
2081,2081,c1cc2c(CO[C@@]([H])(Cn3ccnc3)c4ccc(cc4Cl)Cl)csc2c(c1)Cl,71,JLGKQTAYUIMGRK-IBGZPJMESA-N,arasertaconazole,US Approved Rx,0,['NCATS']
6260,6260,Cl(=O)(=O)O,17,XTEGARKTQYYJKE-UHFFFAOYSA-N,chloric acid,US Previously Marketed,1,['NCATS']
4394,4394,CN1CCC(CC1)=C1C2=C(CCC3=CC=CC=C13)SC=C2,43,FIADGNVRKBPQEU-UHFFFAOYSA-N,pizotifen,approved,0,"['DrugBank', 'NCATS']"
4191,4191,CCN1CCCC1CNC(=O)C1=CC(=CC=C1OC)S(=O)(=O)CC,45,UNRHXEPDKXPRTM-UHFFFAOYSA-N,sultopride,approved,0,"['DrugBank', 'NCATS']"
2668,2668,CCC(=O)O[C@@](Cc1ccccc1)([C@]([H])(C)CN(C)C)c2ccccc2.Cl,62,QMQBBUPJKANITL-MYXGOWFTSA-N,propoxyphene hydrochloride,US Previously Marketed,1,['NCATS']
5251,5251,CC1=CC=C(N=C1)C1=CC=C(C)C=N1,34,PTRATZCAGVBFIQ-UHFFFAOYSA-N,abametapir,approved; investigational,0,['DrugBank']
6430,6430,[S-2].[Sn+2],12,DZXKSFDSPBRJPS-UHFFFAOYSA-N,stannous sulfide,Possibly Marketed Outside US,0,['NCATS']
1657,1657,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@]([H])([C@@]2([H])SC1)N=C(/C(=N/OC)/c3csc(=N)[nH]3)O,78,GPRBEKHLDVQUJE-QMTHXVAHSA-N,"cefotaxime, e-",US Approved Rx,0,['NCATS']
6085,6085,N.[Na+].OP(=O)(O)[O-],21,CUXQLKLUPGTTKL-UHFFFAOYSA-M,ammonium sodium phosphate,US Approved Rx,0,['NCATS']
1507,1507,C1CC12CN(C[C@@]2([H])N)c3c(cc4c(c3Cl)n(cc(c4=O)C(=O)O)[C@]5([H])C[C@]5([H])F)F.O,81,ANCJYRJLOUSQBW-JJZGMWGRSA-N,sitafloxacin monohydrate,Possibly Marketed Outside US,0,['NCATS']
1845,1845,CS(=O)(=O)n1cc2CN(Cc2n1)[C@]3([H])C[C@@]([H])([C@@]([H])(c4cc(ccc4F)F)OC3)N,75,MKMPWKUAHLTIBJ-ISTRZQFTSA-N,omarigliptin,Possibly Marketed Outside US,0,['NCATS']
1773,1773,CC(=O)[C@]1(CC[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3([H])[C@]([H])(C[C@@]21C)O)O,76,KQZSMOGWYFPKCH-UJPCIWJBSA-N,deprodone,Possibly Marketed Outside US,0,['NCATS']
5520,5520,CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,30,LKACJLUUJRMGFK-UHFFFAOYSA-N,sulfonethylmethane,US Previously Marketed,1,['NCATS']
2421,2421,CCCCC[C@@](C)(/C(/[H])=C(\[H])/[C@]1([H])[C@@]([H])(C/C(/[H])=C(/[H])\CCCC(=O)OC)[C@]([H])(C[C@@]1([H])O)O)O,66,QQCOAAFKJZXJFP-JPVHLGFFSA-N,carboprost methyl,US Approved Rx,0,['NCATS']
3149,3149,C1=CC(=C(C=C1C(CNCCCCCCNCC(C2=CC(=C(C=C2)O)O)O)O)O)O,56,OXLZNBCNGJWPRV-UHFFFAOYSA-N,hexoprenaline,withdrawn,1,"['WITHDRAWN', 'DrugBank']"
6321,6321,C/C(/[H])=C(\[H])/C(/[H])=C(\[H])/C(=O)O,16,WSWCOQWTEOXDQX-UHFFFAOYSA-N,sorbic acid,Possibly Marketed Outside US,0,['NCATS']
3395,3395,CC1(CCCO1)CN(C)S(=O)(=O)c2ccc(c(c2)S(=O)(=O)N)Cl,54,SMNOERSLNYGGOU-UHFFFAOYSA-N,mefruside,Possibly Marketed Outside US,0,['NCATS']
1702,1702,CC(=O)Oc1ccc2C[C@]3([H])[C@]4([H])C=C[C@@]([H])([C@@]5([H])[C@]4(CCN3C)c2c1O5)OC(=O)C,77,GVGLGOZIDCSQPN-PVHGPHFFSA-N,diamorphine,US Approved Rx,0,['NCATS']
3532,3532,CC(C)c1cc(c(C)cc1OI)-c2cc(C(C)C)c(cc2C)OI,52,SHOKWSLXDAIZPP-UHFFFAOYSA-N,thymol iodide,US Previously Marketed,1,['NCATS']
3215,3215,CN1CCN(CC1)CC(=O)N2c3ccccc3C(=Nc4cccnc42)O.O,56,IQRQONJNYNFBJT-UHFFFAOYSA-N,pirenzepine monohydrate,Possibly Marketed Outside US,0,['NCATS']
2358,2358,C1C2([H])CC3(CC1([H])CC(C2)(C3)O)[C@@]([H])(C(=O)N4[C@@]([H])(C[C@]5([H])C[C@@]54[H])C#N)N.O,67,AFNTWHMDBNQQPX-NHKADLRUSA-N,saxagliptin monohydrate,US Approved Rx,0,['NCATS']
1286,1286,CC(C)CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)C1=CC=C(N)C=C1,85,YMARZQAQMVYCKC-OEMFJLHTSA-N,amprenavir,approved; investigational,0,['DrugBank']
1646,1646,CC1(C)[C@]([H])(C(=O)O)N2C(=O)[C@]([H])([C@@]2([H])S1)N=C([C@@]([H])(c3ccccc3)S(=O)(=O)O)O,78,JETQIUPBHQNHNZ-NJBDSQKTSA-N,sulbenicillin,Possibly Marketed Outside US,0,['NCATS']
5342,5342,CCC1(CCCCN(C)C1)c2cccc(c2)O,33,JLICHNCFTLFZJN-UHFFFAOYSA-N,meptazinol,Possibly Marketed Outside US,0,['NCATS']
4543,4543,c1cc(ccc1N)S(=O)(=O)NC(=N)[S-].[Na+],42,AMLYLOFLVJXROT-UHFFFAOYSA-M,sulfathiourea sodium,Possibly Marketed Outside US,0,['NCATS']
6245,6245,c1cnc(nc1O)O,18,ISAKRJDGNUQOIC-UHFFFAOYSA-N,uracil,Possibly Marketed Outside US,0,['NCATS']
3137,3137,CN(C)c1ccc2c(c1)[s+]c3cc(ccc3n2)N(C)C.[OH-],57,DJRKUXZQFQJGGN-UHFFFAOYSA-M,methylene blue hydroxide,US Approved Rx,0,['NCATS']
2304,2304,CC(=O)[C@@]1([H])CC[C@@]2([H])[C@]3([H])CC=C4C[C@]([H])(CC[C@]4(C)[C@@]3([H])CC[C@]12C)O,67,ORNBQBCIOKFOEO-QGVNFLHTSA-N,pregnenolone,US Previously Marketed,1,['NCATS']
2451,2451,CC1=C(C(=O)O)N2C(=O)[C@]([H])([C@@]2([H])SC1)N=C([C@@]([H])(C3=CCC=CC3)N)O.O.O,65,HBKDHIDYMXXJLI-OEDJVVDHSA-N,cephradine dihydrate,US Previously Marketed,1,['NCATS']
255,255,[H]N([H])CCCCC1N([H])C(=O)C(CC2=CN([H])C3=CC=CC=C23)N([H])C(=O)C(CC2=CC=C(O)C=C2)N([H])C(=O)C(CSSCC(N([H])C(=O)C(N([H])C1=O)C(C)C)C(=O)N([H])C(C(C)O)C(=O)N([H])[H])N([H])C(=O)C(CC1=CC2=CC=CC=C2C=C1)N([H])[H],161,PUDHBTGHUJUUFI-UHFFFAOYSA-N,lanreotide,approved,0,['DrugBank']
619,619,C=C[C@]1(C)C[C@]([H])([C@]2(C)[C@]([H])(C)CC[C@]3(CCC(=O)[C@@]23[H])[C@@]([H])(C)[C@]1([H])O)OC(=O)CSCCN(CC)CC.C(\[H])(=C(/[H])\C(=O)O)/C(=O)O,111,UURAUHCOJAIIRQ-QGLSALSOSA-N,tiamulin fumarate,Possibly Marketed Outside US,0,['NCATS']
56,56,c1ccc2c(c1)cc(c(c2Cc3c4ccccc4cc(c3O)C(=O)O)O)C(=O)O.CC(C)(C)C(=O)OCOC(=O)[C@@]1([H])C(C)(C)S[C@]2([H])[C@@]([H])(C(=O)N12)N=C([C@@]([H])(c3ccccc3)N)O.CC(C)(C)C(=O)OCOC(=O)[C@@]1([H])C(C)(C)S[C@]2([H])[C@@]([H])(C(=O)N12)N=C([C@@]([H])(c3ccccc3)N)O,241,RYPIBFIQHKWKBM-WDPVPZODSA-N,pivampicillin pamoate,US Approved Rx,0,['NCATS']
6018,6018,c1ccc(cc1)OCC(=O)O,22,LCPDWSOZIOUXRV-UHFFFAOYSA-N,phenoxyacetic acid,US Previously Marketed,1,['NCATS']
4657,4657,C[N+](C)(C)CCCCCC[N+](C)(C)C.[OH-].[OH-],40,GYLUMIIRFKDCKI-UHFFFAOYSA-L,hexamethonium hydroxide,US Previously Marketed,1,['NCATS']
6287,6287,CCC(C=CCl)(C#C)O,16,ZEHYJZXQEQOSON-XPPMVYLVSA-N,ethchlorvynol,withdrawn,1,['WITHDRAWN']
1118,1118,CCC(=O)Oc1ccc2c(CC[C@]3([H])[C@]2([H])CC[C@@]4(C)[C@@]3([H])C[C@]([H])([C@]4([H])OC(=O)CC)OC(=O)CC)c1,90,ONMZMZJEZHMWQL-REUUDLSRSA-N,estriol tripropionate,Possibly Marketed Outside US,0,['NCATS']
317,317,C([C@]([H])([C@]([H])([C@@]([H])([C@]([H])(C(=O)[O-])O)O)O)O)O.C([C@]([H])([C@]([H])([C@@]([H])([C@]([H])(C(=O)[O-])O)O)O)O)O.C([C@]([H])([C@]([H])([C@@]([H])([C@]([H])(C(=O)[O-])O)O)O)O)O.[Fe+3].O.O.O,147,QUIAVNOOCZTWEL-AGRODQNPSA-K,ferric gluconate trihydrate,US Approved Rx,0,['NCATS']
480,480,c1ccc(cc1)C(CCN2CCC(CC2)(C(=N)O)N3CCCCC3)(C#N)c4ccccc4.[C@@]([H])([C@]([H])(C(=O)O)O)(C(=O)O)O.[C@@]([H])([C@]([H])(C(=O)O)O)(C(=O)O)O,124,FEWJPZIEWOKRBE-JCYAYHJZSA-N,piritramide ditartrate,Possibly Marketed Outside US,0,['NCATS']
1780,1780,c1ccc2c(c1)N(CCCN3CCN(CC3)CCO)c4cc(ccc4S2)C(F)(F)F.C(\[H])(=C(\[H])/C(=O)O)/C(=O)O,76,NKGQWGWZXIYMHO-UHFFFAOYSA-N,fluphenazine maleate,US Approved Rx,0,['NCATS']
2779,2779,COC1=C(OC)C(OC)=C2C(CCC(NC(C)=O)C3=CC(=O)C(O)=CC=C23)=C1,61,PRGILOMAMBLWNG-UHFFFAOYSA-N,colchiceine,approved; experimental,0,['DrugBank']
5825,5825,[Mn+2].O=S(=O)([O-])[O-].O,26,ISPYRSDWRDQNSW-UHFFFAOYSA-L,manganese sulfate,US Approved Rx,0,['NCATS']
3056,3056,CN1C(=C(c2ccccc2S1(=O)=O)O)C(=Nc3ccccn3)O.C(CO)N,58,FVTSYHPRVGNAQI-UHFFFAOYSA-N,piroxicam olamine,US Approved Rx,0,['NCATS']
5868,5868,COC1=CC(C=CC)=CC=C1O,25,BJIOGJUNALELMI-UHFFFAOYSA-N,isoeugenol,approved; experimental,0,"['DrugBank', 'NCATS']"
1334,1334,CC(CC1=C(O)C(=CC(C)=C1)N1N=C2C=CC=CC2=N1)C[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,84,HUVYTMDMDZRHBN-UHFFFAOYSA-N,drometrizole trisiloxane,approved,0,"['DrugBank', 'NCATS']"
5813,5813,c1cc(ccc1C(CN)O)O.Cl,26,PUMZXCBVHLCWQG-UHFFFAOYSA-N,octopamine hydrochloride,Possibly Marketed Outside US,0,['NCATS']
482,482,C(C(C(=O)[O-])[S-])C(=O)[O-].C(C(C(=O)[O-])[S-])C(=O)[O-].C(C(C(=O)[O-])[S-])C(=O)[O-].[Li+].[Li+].[Li+].[Li+].[Li+].[Li+].[Sb+3],123,FAWGZAFXDJGWBB-UHFFFAOYSA-N,anthiolimine,US Previously Marketed,1,['NCATS']
2195,2195,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@@]4(C)OO[C@@]13[C@]([H])(O[C@H](OCC)[C@@H]2C)O4,69,NLYNIRQVMRLPIQ-XQLAAWPRSA-N,artemotil,approved,0,['DrugBank']
378,378,CC(C)/C(/[H])=C(\C)/[C@]1([H])[C@@]([H])(C)/C(=N\OC)/C[C@]2(C[C@]3([H])C[C@@]([H])(C/C(/[H])=C(\C)/C[C@@]([H])(C)/C(/[H])=C(\[H])/C(/[H])=C/4\CO[C@]5([H])[C@@]([H])(C(=C[C@@]([H])(C(=O)O3)[C@]45O)C)O)O2)O1,137,YZBLFMPOMVTDJY-FUSIELABSA-N,"moxidectin, (23z)-",US Approved Rx,0,['NCATS']
