Unnamed: 0,index,smiles,length,inchikey,name,groups,withdrawn_class,source
4954,4954,c1ccc(cc1)C(CNc2ccccn2)O.Cl,37,HYYDHUILGLWOOP-UHFFFAOYSA-N,phenyramidol hydrochloride,US Previously Marketed,1,['NCATS']
599,599,c1ccc2c(c1)cc(c(c2Cc3c4ccccc4cc(c3O)C(=O)O)O)C(=O)O.CN(C)CCCN1c2ccccc2Sc3ccccc31,112,WLJNZVDCPSBLRP-UHFFFAOYSA-N,promazine embonate,US Previously Marketed,1,['NCATS']
5414,5414,Cc1cccc(C)c1N=C(NC(=N)NC)O,32,RRHJHSBDJDZUGL-UHFFFAOYSA-N,lidamidine,Possibly Marketed Outside US,0,['NCATS']
3050,3050,COc1ccc(CCO[C@]2([H])CCCC[C@@]2([H])N3CC[C@]([H])(C3)O)cc1OC.Cl,58,JMHYCBFEEFHTMK-IIUXMCBISA-N,vernakalant hydrochloride,Possibly Marketed Outside US,0,['NCATS']
4102,4102,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,46,VGZSUPCWNCWDAN-UHFFFAOYSA-N,acetohexamide,approved,0,['ChEMBL']
211,211,CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1.CCc1cc(/C(C)=N/OCc2ccc(C3CCCCC3)c(C(F)(F)F)c2)ccc1CN1CC(C(=O)O)C1.O=C(O)/C=C/C(=O)O,173,JNLIKIBISICTMS-PEJBKAKVSA-N,siponimod fumarate,approved,0,['ChEMBL']
2201,2201,O=C([O-])C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O.[K+].[K+].[OH-],69,QCHSEDTUUKDTIG-UHFFFAOYSA-L,clorazepate dipotassium,approved,0,['ChEMBL']
6114,6114,CC1(C)C(=O)N(C)C(=O)O1,20,IRYJRGCIQBGHIV-UHFFFAOYSA-N,"2,4-oxazolidinedione, 3,5,5-trimethyl-",US Previously Marketed,1,['NCATS']
4827,4827,CCCCNCC(c1ccc(cc1)O)O.OS(=O)(=O)O,39,LHQHLXHNHWARAM-UHFFFAOYSA-N,bamethan monosulfate,Possibly Marketed Outside US,0,['NCATS']
178,178,CC[C@]1([H])[C@](C)([C@@]([H])([C@@]([H])(C)C(=O)[C@]([H])(C)C[C@](C)([C@@]([H])([C@@]([H])(C)[C@@]([H])([C@@]([H])(C)C(=O)O1)O[C@@]2([H])C[C@](C)([C@]([H])([C@]([H])(C)O2)O)OC)O[C@@]3([H])[C@@]([H])([C@]([H])(C[C@@]([H])(C)O3)N(C)C)OC(=O)CC)O)O)O,182,TYQXKHPOXXXCTP-CSLYCKPJSA-N,erythromycin propionate,US Approved Rx,0,['NCATS']
1092,1092,[Cd+2].[Cd+2].[Cd+2].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O.O.O.O.O.O.O.O,90,AGHQMAQBLOTWPQ-UHFFFAOYSA-H,cadmium sulfate octahydrate,US Previously Marketed,1,['NCATS']
1648,1648,c1cc(ccc1C(=O)NCCC(=O)[O-])/N=N/c2ccc(c(c2)C(=O)O)[O-].[Na+].[Na+],78,CKMOQBVBEGCJGW-UHFFFAOYSA-L,balsalazide disodium anhydrous,US Approved Rx,0,['NCATS']
5036,5036,Cc1cccc(Cc2cnc[nH]2)c1C.Cl,37,OIWRDXKNDCJZSM-UHFFFAOYSA-N,detomidine hydrochloride,Possibly Marketed Outside US,0,['NCATS']
1143,1143,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)[O-])c3ccsc3)C(=O)N2[C@H]1C(=O)[O-].[Na+].[Na+],89,ZBBCUBMBMZNEME-QBGWIPKPSA-L,ticarcillin disodium,approved,0,['ChEMBL']
3828,3828,C=CCN1CCCC1CN=C(c2cc3c(cc2OC)nn[nH]3)O.Cl,49,BRECEDGYMYXGNF-UHFFFAOYSA-N,alizapride hydrochloride,Possibly Marketed Outside US,0,['NCATS']
4235,4235,CC1(C(N2C(S1)C(C2=O)NC(=O)C3(CCCCC3)N)C(=O)O)C,44,HGBLNBBNRORJKI-WCABBAIRSA-N,cyclacillin,withdrawn,1,"['WITHDRAWN', 'ChEMBL', 'NCATS']"
1775,1775,CCCCCCCC/C(/[H])=C(\[H])/CCCCCCCC(=O)OC[C@]1([H])[C@]([H])(C([C@]([H])(n2ccc(=N)nc2O)O1)(F)F)O,76,HESSNRGIEVBPRB-NQHRYMMQSA-N,gemcitabine elaidate,US Approved Rx,0,['NCATS']
3246,3246,C=CCSCC(=N[C@]1([H])C(=O)N2[C@@]([H])(C(=O)O)C(C)(C)S[C@]12[H])O,55,QULKGELYPOJSLP-WCABBAIRSA-N,almecillin,US Previously Marketed,1,['NCATS']
3775,3775,CCN(CC)CCSC(=O)C(c1ccccc1)c2ccccc2.Cl,49,MZWKCFGWAWRHDY-UHFFFAOYSA-N,thiphenamil hydrochloride,US Previously Marketed,1,['NCATS']
5887,5887,CC(CC1=CC=CC=C1)NC.Cl,24,TWXDDNPPQUTEOV-FVGYRXGTSA-N,methamphetamine hydrochloride,withdrawn,1,['WITHDRAWN']
5698,5698,CCC(=O)c1c(cc(cc1O)O)O,28,PTHLEKANMPKYDB-UHFFFAOYSA-N,flopropione,Possibly Marketed Outside US,0,['NCATS']
1645,1645,C[C@@]([H])(C(=O)N1[C@@]2([H])CCC[C@@]2([H])C[C@@]1([H])C(=O)O)N[C@@]([H])(CCc3ccccc3)C(=O)O,78,KEDYTOTWMPBSLG-HILJTLORSA-N,ramiprilat,US Approved Rx,0,['NCATS']
3572,3572,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1.O=C(O)CCC(=O)O,52,ORUUBRMVQCKYHB-UHFFFAOYSA-N,desvenlafaxine succinate,approved,0,['ChEMBL']
389,389,C=C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](/C=C(\C)C(=O)OC)C2(C)C)CC1=O.C=C/C=C\CC1=C(C)[C@@H](OC(=O)[C@@H]2[C@@H](C=C(C)C)C2(C)C)CC1=O,135,VXSIXFKKSNGRRO-MXOVTSAMSA-N,pyrethrins,approved,0,['ChEMBL']
3193,3193,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,56,SGRYPYWGNKJSDL-UHFFFAOYSA-N,amlexanox,approved,0,['ChEMBL']
1693,1693,COc1ccc2c(c1)c(CC(=O)[O-])c(C)n2C(=O)c1ccc(Cl)cc1.O.O.O.[Na+],77,UHYAQBLOGVNWNT-UHFFFAOYSA-M,indomethacin sodium,approved,0,['ChEMBL']
1353,1353,CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc4ccc(cc42)S(=O)(=O)N(C)C)CC1,84,KTOYYUONFQWSMW-UHFFFAOYSA-N,pipotiazine palmitate,Possibly Marketed Outside US,0,['NCATS']
2624,2624,CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1.Cl,63,YEJAJYAHJQIWNU-UHFFFAOYSA-N,azelastine hydrochloride,approved,0,['ChEMBL']
56,56,c1ccc2c(c1)cc(c(c2Cc3c4ccccc4cc(c3O)C(=O)O)O)C(=O)O.CC(C)(C)C(=O)OCOC(=O)[C@@]1([H])C(C)(C)S[C@]2([H])[C@@]([H])(C(=O)N12)N=C([C@@]([H])(c3ccccc3)N)O.CC(C)(C)C(=O)OCOC(=O)[C@@]1([H])C(C)(C)S[C@]2([H])[C@@]([H])(C(=O)N12)N=C([C@@]([H])(c3ccccc3)N)O,241,RYPIBFIQHKWKBM-WDPVPZODSA-N,pivampicillin pamoate,US Approved Rx,0,['NCATS']
497,497,CN(Cc1ccccc1)C(=O)[C@]([H])(c2ccccc2)N=C(c3cc4cc(ccc4n3C)NC(=O)c5ccccc5-c6ccc(cc6)C(F)(F)F)O,122,TUOSYWCFRFNJBS-BHVANESWSA-N,dirlotapide,Possibly Marketed Outside US,0,['NCATS']
4562,4562,CN(C)CCN(Cc1ccc(cc1)OC)c2nccs2,41,KYBJXENQEZJILU-UHFFFAOYSA-N,zolamine,US Previously Marketed,1,['NCATS']
405,405,CC1=C2C(C(=O)C3(C(CC4C(C3C(C(C2(C)C)(CC1OC(=O)C(C(C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,133,RCINICONZNJXQF-MZXODVADSA-N,paclitaxel,withdrawn,1,['WITHDRAWN']
4463,4463,CN(C)CCN(Cc1ccccc1)c1ccccn1.Cl,42,FSSICIQKZGUEAE-UHFFFAOYSA-N,tripelennamine hydrochloride,withdrawn,1,"['ChEMBL', 'NCATS']"
3916,3916,CN1CCN(CC1)C(c2ccccc2)c3ccccc3.Cl.Cl,48,CKLJCUGYMOMAEJ-UHFFFAOYSA-N,cyclizine dihydrochloride,US Approved OTC,0,['NCATS']
1157,1157,C=C1C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@]3([C@]([H])(C[C@]2(C)[C@]1(C(=O)COC(=O)C)O)O)F,89,DEFOZIFYUBUHHU-IYQKUMFPSA-N,fluprednidene acetate,Possibly Marketed Outside US,0,['NCATS']
1194,1194,C1C(NC(=NC1O)N)C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CO)CO)NC(=O)CC(CCCN)N,87,GXFAIFRPOKBQRV-GHXCTMGLSA-N,viomycin,withdrawn,1,['WITHDRAWN']
518,518,C=Cc1c(C)c2c([H])c3C(=C(CCC(=O)[O-])c(c([H])c4C(=C(C)c(c([H])c5c(C=C)c(C)c(c([H])c1[n-]2)[nH]5)n4)CCC(=O)[O-])n3)C.Cl.[Fe+3],120,BTIJJDXEELBZFS-UHFFFAOYSA-K,hemin,US Approved Rx,0,['NCATS']
5286,5286,CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2,33,CURUTKGFNZGFSE-UHFFFAOYSA-N,dicyclomine,withdrawn,1,['WITHDRAWN']
230,230,COc1cc(ccc1-[n+]2nc(-c3ccccc3)nn2-c4ccc(cc4)N(=O)=O)-c5ccc(c(c5)OC)-[n+]6nc(-c7ccccc7)nn6-c8ccc(cc8)N(=O)=O.[Cl-].[Cl-],168,FSVCQIDHPKZJSO-UHFFFAOYSA-L,nitroblue tetrazolium chloride,Possibly Marketed Outside US,0,['NCATS']
5884,5884,CC(C)(CC1=CC=CC=C1)NC,24,RXQCGGRTAILOIN-UHFFFAOYSA-N,mephentermine,withdrawn,1,"['WITHDRAWN', 'ChEMBL', 'NCATS']"
596,596,Cc1c(CCO)sc[n+]1Cc2cnc(C)[nH]c2=N.Cc1c(CCO)sc[n+]1Cc2cnc(C)[nH]c2=N.Br.Br.[Br-].[Br-].O,113,CPELXLSAUQHCOX-UHFFFAOYSA-M,thiamine hydrobromide hemihydrate,US Approved Rx,0,['NCATS']
2866,2866,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,60,XWAIAVWHZJNZQQ-UHFFFAOYSA-N,donepezil hydrochloride,approved,0,['ChEMBL']
1889,1889,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1.O=[N+]([O-])O,74,MCCACAIVAXEFAL-UHFFFAOYSA-N,miconazole nitrate,approved,0,['ChEMBL']
4545,4545,C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,41,GECHUMIMRBOMGK-UHFFFAOYSA-N,sulfapyridine,withdrawn,1,"['WITHDRAWN', 'ChEMBL', 'NCATS']"
237,237,C[C@@]1([H])C[C@@]2(CO2)C(=O)[C@]([H])(C)[C@]([H])([C@@]([H])(C)[C@@]([H])(C)OC(=O)[C@]([H])(C)[C@]([H])([C@]([H])(C)[C@@]1([H])O[C@@]3([H])[C@@]([H])([C@]([H])(C[C@@]([H])(C)O3)N(C)C)O)O[C@@]4([H])C[C@@]([H])([C@]([H])([C@]([H])(C)O4)O)OC)O,165,RZPAKFUAFGMUPI-QESOVKLGSA-N,oleandomycin,US Previously Marketed,1,['NCATS']
517,517,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)([O-])[O-])C(=O)C(C)(C)O4)n2)cc(OC)c1OC.O.O.O.O.O.O.[Na+].[Na+],120,ZQGJCHHKJNSPMS-UHFFFAOYSA-L,fostamatinib disodium,approved,0,['ChEMBL']
3814,3814,Cc1c(cc(cc1N(=O)=O)N(=O)=O)C(=N)O,49,ZEFNOZRLAWVAQF-UHFFFAOYSA-N,dinitolmide,Possibly Marketed Outside US,0,['NCATS']
6382,6382,CCCCCC(C)N.Cl,13,JOPQZCZKKFHRNT-UHFFFAOYSA-N,tuaminoheptane hydrochloride,US Previously Marketed,1,['NCATS']
3,3,Cc1c(C(=N[C@@]([H])([C@]([H])(c2cnc[nH]2)O[C@@]3([H])[C@]([H])([C@]([H])([C@@]([H])([C@]([H])(CO)O3)O)O)O[C@]4([H])[C@]([H])([C@]([H])([C@@]([H])([C@@]([H])(CO)O4)O)OC(=N)[O-])O)C(=N[C@]([H])(C)[C@]([H])([C@]([H])(C)C(=N[C@@]([H])([C@@]([H])(C)O)C(=NCCc5nc(cs5)-c6nc(cs6)C(=NCCC[S+](C)C)O)O)O)O)O)O)nc([C@]([H])(CC(=N)O)NC[C@@]([H])(C(=N)O)N)[nH]c1=N.Cl,294,BODDZCXQPQPRES-OYALTWQYSA-N,bleomycin a2 hydrochloride,US Approved Rx,0,['NCATS']
490,490,O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O.OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,123,ASDOKGIIKXGMNB-UHFFFAOYSA-N,hydroxyzine pamoate,approved,0,"['ChEMBL', 'NCATS']"
6145,6145,CCC(c1ccccc1)O,20,DYUQAZSOFZSPHD-UHFFFAOYSA-N,phenylpropanol,Possibly Marketed Outside US,0,['NCATS']
1070,1070,CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1.O=C(O)/C=C\C(=O)O,91,VJCVKWFBWAVYOC-UIXXXISESA-N,glasdegib maleate,approved,0,['ChEMBL']
4956,4956,CCN(CC)CCOC(=O)c1ccc(cc1)OCC.Cl,37,OWWVHQUOYSPNNE-UHFFFAOYSA-N,parethoxycaine hydrochloride,US Previously Marketed,1,['NCATS']
4927,4927,C1CCN(CC1)CCC(C2CCCC2)(C3=CC=CC=C3)O,37,SWRUZBWLEWHWRI-UHFFFAOYSA-N,cycrimine,withdrawn,1,"['WITHDRAWN', 'ChEMBL', 'NCATS']"
481,481,C/C(=C(/CCOC(=O)c1ccccc1)\SS/C(=C(\C)/N(Cc2cnc(C)[nH]c2=N)C=O)/CCOC(=O)c3ccccc3)/N(Cc4cnc(C)[nH]c4=N)C=O,124,IWXAZSAGYJHXPX-UHFFFAOYSA-N,bisbentiamine,Possibly Marketed Outside US,0,['NCATS']
424,424,CC[N+](=C1C=CC(=C(c2ccc(cc2)N(CC)Cc3cccc(c3)S(=O)(=O)O)c4ccccc4S(=O)(=O)[O-])C=C1)Cc5cccc(c5)S(=O)(=O)O.N.N,131,CTRXDTYTAAKVSM-UHFFFAOYSA-N,acid blue 9 ammonium,Possibly Marketed Outside US,0,['NCATS']
4619,4619,CCCCN1CCCC1C(=Nc2c(C)cc(C)cc2C)O.Cl,41,NFEZGTHMTGKIBG-UHFFFAOYSA-N,bumecaine hydrochloride,Possibly Marketed Outside US,0,['NCATS']
2793,2793,c1ccc2c(c1)N(CCCN3CCN(CC3)CCO)c4cc(ccc4S2)Cl.Cl.Cl.Cl,61,PRLOXOPQAYEASW-UHFFFAOYSA-N,perphenazine trihydrochloride,US Approved Rx,0,['NCATS']
3390,3390,C[C@]1([H])CC[C@@]([H])(/C(/[H])=C(\C)/C(=O)O)C2=C(C)C[C@]([H])([C@]12[H])O,54,XJNQXTISSHEQKD-HIPMNCMDSA-N,hydroxyvalerenic acid,Possibly Marketed Outside US,0,['NCATS']
2493,2493,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C.O=P(O)(O)O,65,CGDDQFMPGMYYQP-UHFFFAOYSA-N,disopyramide phosphate,approved,0,"['ChEMBL', 'NCATS']"
4140,4140,CN1CCCN=C1COC(=O)C(C2CCCCC2)(C3=CC=CC=C3)O,45,DUDKAZCAISNGQN-HXUWFJFHSA-N,oxyphencyclimine,withdrawn,1,['WITHDRAWN']
3527,3527,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.Cl,52,JSXBVMKACNEMKY-UHFFFAOYSA-N,loxapine hydrochloride,withdrawn,1,['ChEMBL']
498,498,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](OC(C)=O)[C@@H](N6CCCCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(=O)CC)CCCCC1.[Br-],121,LVQTUXZKLGXYIU-GWSNJHLMSA-M,rapacuronium bromide,withdrawn,1,['ChEMBL']
6138,6138,[Mg+2].O=S([O-])[O-],20,JESHZQPNPCJVNG-UHFFFAOYSA-L,magnesium sulfite,US Approved OTC,0,['NCATS']
5944,5944,CN(=O)(CCCl)CCCl.Cl,24,AFLXUQUGROGEFA-UHFFFAOYSA-N,mechlorethamine oxide hydrochloride,Possibly Marketed Outside US,0,['NCATS']
3240,3240,CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21.O=P(O)(O)O,55,SKKDWRIEPIZVOR-UHFFFAOYSA-N,clomacran phosphate,withdrawn,1,['ChEMBL']
623,623,CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.CC(=O)Nc1c(I)c(C(=O)[O-])c(I)c(N(C)C(C)=O)c1I.[Mg+2],110,QGZYHVVYXBFUSE-UHFFFAOYSA-L,metrizoate magnesium,withdrawn,1,['ChEMBL']
5294,5294,Cc1ncc([N+](=O)[O-])n1CCO.Cl,33,FPTPAIQTXYFGJC-UHFFFAOYSA-N,metronidazole hydrochloride,withdrawn,1,['ChEMBL']
3524,3524,CCN(CC)CCOC(=O)C(CC1CCCO1)CC2=CC=CC3=CC=CC=C32,52,KBAFPSLPKGSANY-VXKWHMMOSA-N,naftidrofuryl oxalate,withdrawn,1,['WITHDRAWN']
5699,5699,c1cc2c(cc1Cl)snc2O,28,POPOYOKQQAEISW-UHFFFAOYSA-N,ticlatone,Possibly Marketed Outside US,0,['NCATS']
2657,2657,CCC(=O)NS(=O)(=O)C1=CC=C(C=C1)C2=C(ON=C2C3=CC=CC=C3)C,62,TZRHLKRLEZJVIJ-UHFFFAOYSA-N,parecoxib,withdrawn,1,['WITHDRAWN']
3822,3822,c1cc(ccc1N)S(=O)(=O)N=c2cncc(Cl)[nH]2,49,QKLPUVXBJHRFQZ-UHFFFAOYSA-N,sulfaclozine,Possibly Marketed Outside US,0,['NCATS']
5419,5419,[Mn+2].O=S(=O)([O-])[O-].O.O.O.O,32,CDUFCUKTJFSWPL-UHFFFAOYSA-L,manganese sulfate tetrahydrate,US Approved Rx,0,['NCATS']
6020,6020,COc1cc(ccc1O)C=O,22,MWOOGOJBHIARFG-UHFFFAOYSA-N,vanillin,US Previously Marketed,1,['NCATS']
5491,5491,c1cc(ccc1CN)S(=O)(=O)N.Cl,31,SIACJRVYIPXFKS-UHFFFAOYSA-N,mafenide hydrochloride,US Approved Rx,0,['NCATS']
1498,1498,c1cc(ccc1C(=O)N[C@@]([H])(CCC(=O)O)C(=O)O)NCc2cnc3c(c(nc(=N)[nH]3)O)n2,81,OVBPIULPVIDEAO-LBPRGKRZSA-N,folic acid,US Approved Rx,0,['NCATS']
5817,5817,CN1CC(=NC1=N)O.OS(=O)(=O)O,26,DDRJAANPRJIHGJ-UHFFFAOYSA-N,creatinine sulfate,Possibly Marketed Outside US,0,['NCATS']
193,193,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O,176,AQTQHPDCURKLKT-JKDPCDLQSA-N,vincristine sulfate,approved,0,['ChEMBL']
