Unnamed: 0,index,smiles,length,inchikey,name,groups,withdrawn_class,source
166,166,c1ccc(cc1)C[C@@]2([H])C(=N[C@@]([H])(CCC(=N)O)C(=N[C@@]([H])(CC(=N)O)C(=N[C@@]([H])(CSSCCC(=N[C@@]([H])(Cc3ccc(cc3)O)C(=N2)O)O)C(=O)N4CCC[C@@]4([H])C(=N[C@]([H])(CCCNC(=N)N)C(=NCC(=N)O)O)O)O)O)O.CC(=O)O.CC(=O)O,186,GNASTRMPURYAFJ-VCCVNBJCSA-N,desmopressin diacetate,US Approved Rx,0,['NCATS']
4556,4556,CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)O)c1I,41,YQNFBOJPTAXAKV-OMCISZLKSA-N,ipodate,withdrawn,1,['ChEMBL']
5412,5412,c1ccc(cc1)C(=O)OC2CN3CCC2CC3,32,AHKAOMZZTQULDS-UHFFFAOYSA-N,benzoclidine,Possibly Marketed Outside US,0,['NCATS']
6407,6407,CCC(C)CC(C)N,12,YAHRDLICUYEDAU-UHFFFAOYSA-N,methylhexaneamine,US Previously Marketed,1,['NCATS']
96,96,CC[C@]1([H])[C@]([H])(/C(/[H])=C(\C)/C(/[H])=C(\[H])/C(=O)[C@]([H])(C)C[C@]([H])(CC=O)[C@@]([H])([C@@]([H])(C)[C@@]([H])(CC(=O)O1)O)O[C@@]2([H])[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(C)O2)O[C@@]3([H])C[C@](C)([C@]([H])([C@]([H])(C)O3)O)O)N(C)C)O)CO[C@@]4([H])[C@@]([H])([C@@]([H])([C@@]([H])([C@@]([H])(C)O4)O)OC)OC,213,WBPYTXDJUQJLPQ-GSDFIKGFSA-N,tylosin,Possibly Marketed Outside US,0,['NCATS']
2273,2273,CC(C)C(CCCN(C)CCc1ccc(c(c1)OC)OC)(C#N)c2cc(c(c(c2)OC)OC)OC,68,XQLWNAFCTODIRK-UHFFFAOYSA-N,gallopamil,Possibly Marketed Outside US,0,['NCATS']
2688,2688,COC1=NC(N)=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,62,IXOXBSCIXZEQEQ-UHTZMRCNSA-N,nelarabine,approved; investigational,0,"['DrugBank', 'ChEMBL']"
135,135,CC[C@@]([H])(C)C(=O)O[C@@]1([H])[C@@]([H])([C@@]2([H])[C@@]([H])(CN3C[C@@]([H])(C)CC[C@@]3([H])[C@@]2(C)O)[C@]4([H])C[C@]56[C@@]([H])([C@@]([H])([C@@]([H])([C@@]7([H])[C@]6(C)CC[C@@]([H])([C@@]7(O)O5)OC(=O)[C@](C)(CC)O)OC(=O)C)OC(=O)C)[C@@]41O)O.CC(=O)O,196,DSDHWCGNLHADHK-XGTFUUGSSA-N,protoveratrine a acetate,US Previously Marketed,1,['NCATS']
3546,3546,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,52,ZTVQQQVZCWLTDF-UHFFFAOYSA-N,remifentanil,approved,0,"['DrugBank', 'ChEMBL', 'NCATS']"
5607,5607,CC[N+](C)(C)c1cccc(c1)O,29,VWLHWLSRQJQWRG-UHFFFAOYSA-N,edrophonium,US Previously Marketed,1,['NCATS']
1307,1307,CN(CCCCCCCCCCN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C)C(=O)OC2=CC=CC(=C2)[N+](C)(C)C,84,RWZVPVOZTJJMNU-UHFFFAOYSA-N,demecarium,withdrawn,1,"['WITHDRAWN', 'ChEMBL', 'NCATS']"
1998,1998,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1.Cl,72,HDRXZJPWHTXQRI-BHDTVMLSSA-N,diltiazem hydrochloride,approved,0,"['ChEMBL', 'NCATS']"
6125,6125,[Mg++].[O-]C([O-])=O,20,ZLNQQNXFFQJAID-UHFFFAOYSA-L,magnesium carbonate,approved; investigational,0,"['DrugBank', 'ChEMBL']"
3883,3883,[H][C@]12CC3=C(C(O)=C(O)C=C3)C3=CC=CC(CCN1C)=C23,48,VMWNQDUVQKEIOC-CYBMUJFWSA-N,apomorphine,approved; investigational,0,"['DrugBank', 'ChEMBL', 'NCATS']"
1615,1615,NC(CO)(CO)CO.CCCCC[C@](C)(O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,78,UMMADZJLZAPZAW-XOWPVRJPSA-N,carboprost tromethamine,approved,0,"['DrugBank', 'ChEMBL']"
4577,4577,CCC(=O)NCC[C@@H]1CCC2=C1C1=C(OCC1)C=C2,41,YLXDSYKOBKBWJQ-LBPRGKRZSA-N,ramelteon,approved; investigational,0,"['DrugBank', 'ChEMBL']"
4995,4995,CCCN(CCC)CCc1cccc2c1CC(=O)N2.Cl,37,XDXHAEQXIBQUEZ-UHFFFAOYSA-N,ropinirole hydrochloride,approved,0,['ChEMBL']
5838,5838,O=C([O-])[O-].[Na+].[Na+],25,CDBYLPFSWZWCQE-UHFFFAOYSA-L,sodium carbonate,withdrawn,1,['ChEMBL']
1174,1174,[H][C@@]1(CC[C@@]2([H])\C(CCC[C@]12C)=C\C=C1\C[C@@H](O)C[C@H](O)C1=C)[C@H](C)\C=C\[C@H](C)C(C)C,88,HKXBNHCUPKIYDM-CGMHZMFXSA-N,doxercalciferol,approved,0,"['DrugBank', 'ChEMBL']"
4613,4613,COCCCC/C(=N/OCCN)/c1ccc(cc1)C(F)(F)F,41,CJOFXWAVKWHTFT-UHFFFAOYSA-N,"fluvoxamine, (z)-",US Approved Rx,0,['NCATS']
2276,2276,CCCCCCCCCCCCCCCC(=O)N1C[C@@]([H])(C[C@@]1([H])C(=O)O)OC(=O)CCCCCCCCCCCCCCC,68,QZLXCFQVOCEKSX-NOCHOARKSA-N,dipalmitoyl hydroxyproline,Possibly Marketed Outside US,0,['NCATS']
4832,4832,C=C(C)CNc1ccc(cc1)[C@@]([H])(C)C(=O)O,39,FPHLBGOJWPEVME-SNVBAGLBSA-N,"alminoprofen, (r)-",Possibly Marketed Outside US,0,['NCATS']
3106,3106,CN(C)CCOC(C)(c1ccccc1)c1ccccn1.O=C(O)CCC(=O)O,57,KBAUFVUYFNWQFM-UHFFFAOYSA-N,doxylamine succinate,approved,0,['ChEMBL']
520,520,CN1CCc2cc(c3cc2[C@]1([H])Cc4ccc(cc4)Oc5c6c(CC[N+](C)(C)[C@]6([H])Cc7ccc(c(c7)O3)O)cc(c5[O-])OC)OC.Cl.Cl,119,GXFZCDMWGMFGFL-KKXMJGKMSA-N,tubocurarine chloride anhydrous,US Previously Marketed,1,['NCATS']
4062,4062,c1ccc2c(c1)c(=N)c3ccccc3[nH]2.Cl.O,46,OREJEGKBQBIJSJ-UHFFFAOYSA-N,aminacrine hydrochloride monohydrate,US Previously Marketed,1,['NCATS']
1111,1111,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OCC.CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC,90,DTMGIJFHGGCSLO-FIAQIACWSA-N,omega-3-acid ethyl esters,approved,0,['ChEMBL']
1895,1895,CN(C)C(=O)c1cc2c[nH]c(=Nc3ccc(cn3)N4CCNCC4)nc2n1C5CCCC5.Cl,74,JZRSIQPIKASMEV-UHFFFAOYSA-N,ribociclib hydrochloride,US Approved Rx,0,['NCATS']
3031,3031,C[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(O)c1ccccc1)C2,58,WKWOJBUWWZTUQV-SPUOUPEWSA-N,methylhomatropine,approved,0,['ChEMBL']
6465,6465,Cl.N=C(N)N,10,PJJJBBJSCAKJQF-UHFFFAOYSA-N,guanidine hydrochloride,approved,0,['ChEMBL']
5761,5761,CNCC(c1ccc(c(c1)O)O)O,27,UCTWMZQNUQWSLP-UHFFFAOYSA-N,racepinephrine,US Approved OTC,0,['NCATS']
4745,4745,CCCCCCCCNC(C)C(C1=CC=C(C=C1)SC(C)C)O,39,BFCDFTHTSVTWOG-YLJYHZDGSA-N,suloctidil,withdrawn,1,['WITHDRAWN']
5160,5160,ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2,35,PHWBOXQYWZNQIN-UHFFFAOYSA-N,ticlopidine,approved,0,"['DrugBank', 'ChEMBL', 'NCATS']"
4962,4962,CC1C=CC(=C=C1[O-])N(=O)=O.[HgH+],37,DDIQPXWWOBUJLJ-UHFFFAOYSA-M,nitromersol,US Previously Marketed,1,['NCATS']
1668,1668,C[N+]1(CC(=O)c2ccccc2)[C@@]3([H])CC[C@]1([H])C[C@@]([H])(C3)OC(=O)C([H])(c4ccccc4)O,77,HOBCVVNIDNTUOL-LTABOZGPSA-N,phenactropinium,US Previously Marketed,1,['NCATS']
5480,5480,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,31,ZULJGOSFKWFVRX-UHFFFAOYSA-N,pramiracetam,approved,0,"['DrugBank', 'NCATS']"
1540,1540,CC#CCC([H])(C)[C@@]([H])(/C(/[H])=C(\[H])/[C@]1([H])[C@@]2([H])C/C(=C(\[H])/CCCC(=O)O)/C[C@@]2([H])C[C@@]1([H])O)O.C(C(CO)(CO)N)O,80,HIFJCPQKFCZDDL-XZCJVGAVSA-N,iloprost tromethamine,US Approved Rx,0,['NCATS']
4140,4140,CN1CCCN=C1COC(=O)C(C2CCCCC2)(C3=CC=CC=C3)O,45,DUDKAZCAISNGQN-HXUWFJFHSA-N,oxyphencyclimine,withdrawn,1,['WITHDRAWN']
3744,3744,c1cc(c(cc1Oc2c(cc(cc2I)CC(=O)O)I)I)O,50,UOWZUVNAGUAEQC-UHFFFAOYSA-N,tiratricol,Possibly Marketed Outside US,0,['NCATS']
89,89,CC[C@]1([H])[C@](C)([C@@]([H])([C@@]([H])(C)C(=O)[C@]([H])(C)C[C@](C)([C@@]([H])([C@@]([H])(C)[C@@]([H])([C@@]([H])(C)C(=O)O1)O[C@@]2([H])C[C@](C)([C@]([H])([C@]([H])(C)O2)O)OC)O[C@@]3([H])[C@@]([H])([C@]([H])(C[C@@]([H])(C)O3)N(C)C)O)O)O)O.CC(=N[C@@]([H])(CSC(=O)c1ccccc1O)C(=O)O)O,217,CEKAAZRHRXXWDX-CQWDQVLCSA-N,erythromycin salnacedin anhydrous,US Approved Rx,0,['NCATS']
1294,1294,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(OC(=O)CCCCCC)=CC=C4[C@H]3CC[C@]12C,85,OVAHZPTYWMWNKO-CAHAWPIUSA-N,estradiol dienanthate,approved; investigational; vet_approved,0,"['DrugBank', 'NCATS']"
5077,5077,CCC#CC(C)C1(CC=C)C(=O)NC(=O)N(C)C1=O,36,NZXKDOXHBHYTKP-UHFFFAOYSA-N,methohexital,approved,0,"['DrugBank', 'ChEMBL']"
4050,4050,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl.Cl,46,XYGSFNHCFFAJPO-UHFFFAOYSA-N,chlophedianol hydrochloride,withdrawn,1,['ChEMBL']
3118,3118,CC(C)C[C@@]([H])(C(=O)O)N=C([C@]([H])([C@@]([H])(Cc1ccccc1)N)O)O,57,VGGGPCQERPFHOB-RDBSUJKOSA-N,ubenimex,Possibly Marketed Outside US,0,['NCATS']
1071,1071,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1.Cl,91,AUODDLQVRAJAJM-XJQDNNTCSA-N,clindamycin hydrochloride,approved,0,['ChEMBL']
1512,1512,C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.C[N+](C)(C)CCO.C[N+](C)(C)CCO.C[N+](C)(C)CCO,80,CRBHXDCYXIISFC-UHFFFAOYSA-N,tricholine citrate,US Previously Marketed,1,['NCATS']
19,19,COC1C(C(C(C(O1)COS(=O)(=O)[O-])OC2C(C(C(C(O2)C(=O)[O-])OC3C(C(C(C(O3)COS(=O)(=O)[O-])OC4C(C(C(C(O4)C(=O)[O-])OC5C(C(C(C(O5)COS(=O)(=O)[O-])O)O)NS(=O)(=O)[O-])O)O)OS(=O)(=O)[O-])NS(=O)(=O)[O-])O)OS(=O)(=O)[O-])O)NS(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],275,XEKSTYNIJLDDAZ-JASSWCPGSA-D,fondaparinux sodium,withdrawn,1,['WITHDRAWN']
2412,2412,CN1C[C@]2([H])C[C@@]1([H])CN2c3cc4c(cc3F)c(=O)c(cn4C5CC5)C(=O)O,66,QMLVECGLEOSESV-RYUDHWBXSA-N,danofloxacin,Possibly Marketed Outside US,0,['NCATS']
4120,4120,CC(=NCCc1cccc2ccc(cc21)OC)O.C(=N)(N)O,46,BPUPSZLQAHZJGV-UHFFFAOYSA-N,agomelatine urea,Possibly Marketed Outside US,0,['NCATS']
1098,1098,COC(=O)C1=CC=C2C(NC(=O)\C2=C(/NC2=CC=C(C=C2)N(C)C(=O)CN2CCN(C)CC2)C2=CC=CC=C2)=C1,90,XZXHXSATPCNXJR-ZIADKAODSA-N,nintedanib,approved,0,"['DrugBank', 'ChEMBL']"
5554,5554,C[n+]1ccccc1/C=N/O.[Cl-],30,HIGSLXSBYYMVKI-UHFFFAOYSA-N,pralidoxime chloride,approved,0,"['ChEMBL', 'NCATS']"
4865,4865,C[N+](C)(C)CCCCCC[N+](C)(C)C.[I-].[I-],38,LZYYNZUWBANDMX-UHFFFAOYSA-L,hexamethonium iodide,US Previously Marketed,1,['NCATS']
4813,4813,Br.CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,39,WSTCENNATOVXKQ-UHFFFAOYSA-N,bupropion hydrobromide,approved,0,['ChEMBL']
3506,3506,CC(=O)CCC1C(=O)N(c2ccccc2)N(c3ccccc3)C1=O,53,LGYTZKPVOAIUKX-UHFFFAOYSA-N,kebuzone,Possibly Marketed Outside US,0,['NCATS']
95,95,CCO.C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.C[C@H]1c2cccc(O)c2C(=O)C2=C(O)[C@]3(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21.Cl.Cl.O,213,HALQELOKLVRWRI-VDBOFHIQSA-N,doxycycline hyclate,approved,0,"['ChEMBL', 'NCATS']"
5858,5858,CCOC(=O)C1=CC=C(N)C=C1,25,BLFLLBZGZJTVJG-UHFFFAOYSA-N,benzocaine,approved; investigational,0,"['DrugBank', 'NCATS']"
3918,3918,CCN(CC)CCOc1ccccc1C(=O)CCc2ccccc2.Cl,48,BYWIEEUABBZFEE-UHFFFAOYSA-N,etafenone hydrochloride,Possibly Marketed Outside US,0,['NCATS']
6359,6359,C(CCC(=O)O)CCN.Cl,15,AENOKLOQCCSDAZ-UHFFFAOYSA-N,aminocaproic acid hydrochloride,US Approved Rx,0,['NCATS']
322,322,c1c(cc(c(c1[O-])[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].c1c(cc(c(c1[O-])[O-])S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Sb+3],146,DZFMIYUMNRPCAB-UHFFFAOYSA-F,stibophen anhydrous,US Previously Marketed,1,['NCATS']
2826,2826,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2],60,HQKMJHAJHXVSDF-UHFFFAOYSA-L,magnesium stearate,US Previously Marketed,1,['NCATS']
6217,6217,C1N2CN3CN1CN(C2)C3,18,VKYKSIONXSXAKP-UHFFFAOYSA-N,methenamine,approved; vet_approved,0,"['DrugBank', 'ChEMBL', 'NCATS']"
2181,2181,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC3=C(C[C@]12C)C=NO3,69,POZRVZJJTULAOH-LHZXLZLDSA-N,danazol,approved,0,"['DrugBank', 'ChEMBL', 'NCATS']"
4011,4011,c1cc(ccc1CC2c3cc(c(cc3CCN2)O)O)O.Cl,47,SWWQQSDRUYSMAR-UHFFFAOYSA-N,higenamine hydrochloride,Possibly Marketed Outside US,0,['NCATS']
523,523,CC(C)(C)CC(C)(C)C1=CC(CC2=C(O)C(=CC(=C2)C(C)(C)CC(C)(C)C)N2N=C3C=CC=CC3=N2)=C(O)C(=C1)N1N=C2C=CC=CC2=N1,119,FQUNFJULCYSSOP-UHFFFAOYSA-N,bisoctrizole,approved,0,"['DrugBank', 'NCATS']"
269,269,C[C@@H](NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](C)NC(=O)[C@@H](CSSC[C@H](N)C(O)=O)NC(C)=O)C(=O)N[C@H](CCCNC(N)=N)C(N)=O,158,ANIAZGVDEUQPRI-ZJQCGQFWSA-N,etelcalcetide,approved; investigational,0,"['DrugBank', 'NCATS']"
4365,4365,[O-2].[O-2].[O-2].[O-2].[O-2].[Sb+5].[Sb+5],43,HFDPUERWEDZVAU-UHFFFAOYSA-N,antimony pentoxide,US Previously Marketed,1,['NCATS']
4699,4699,O=C(OOC(=O)C1=CC=CC=C1)C1=CC=CC=C1,40,OMPJBNCRMGITSC-UHFFFAOYSA-N,benzoyl peroxide,approved,0,"['DrugBank', 'ChEMBL', 'NCATS']"
5781,5781,CCCCCCCCCCCCCCCC(=O)OC(C)C,26,XUGNVMKQXJXZCD-UHFFFAOYSA-N,isopropyl palmitate,US Previously Marketed,1,['NCATS']
2836,2836,CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O,60,DRHKJLXJIQTDTD-OAHLLOKOSA-N,tamsulosin,approved; investigational,0,"['DrugBank', 'ChEMBL', 'NCATS']"
3669,3669,COC1=C(C(=CC(=C1)S(=O)(=O)N)C(=O)NCC2CCCN2CC=C)OC,50,RYJXBGGBZJGVQF-UHFFFAOYSA-N,veralipride,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
3028,3028,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,58,YNVGQYHLRCDXFQ-XGXHKTLJSA-N,lynestrenol,approved; investigational,0,"['DrugBank', 'NCATS']"
3428,3428,CC(CC1=CC=CC=C1)NCCC(C2=CC=CC=C2)C3=CC=CC=C3,53,IFFPICMESYHZPQ-UHFFFAOYSA-N,prenylamine,withdrawn,1,"['WITHDRAWN', 'DrugBank', 'ChEMBL']"
816,816,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1.[Na+].[Na+],100,NYDXNILOWQXUOF-GXKRWWSZSA-L,pemetrexed disodium,approved,0,['ChEMBL']
3362,3362,ClC1=C(COC(CN2C=CN=C2)C2=C(Cl)C=C(Cl)C=C2)C=CS1,54,QXHHHPZILQDDPS-UHFFFAOYSA-N,tioconazole,approved,0,"['DrugBank', 'ChEMBL', 'NCATS']"
4383,4383,CN(C)CCC=C1C2=CC=CC=C2C=CC2=CC=CC=C12,43,JURKNVYFZMSNLP-UHFFFAOYSA-N,cyclobenzaprine,approved,0,"['DrugBank', 'ChEMBL', 'NCATS']"
1345,1345,Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c([O-])c(=O)n2C)o1.[K+],84,IFUKBHBISRAZTF-UHFFFAOYSA-M,raltegravir potassium,approved,0,['ChEMBL']
